c#type,bothCommentAndArchive,bothDisandKeyInMeta,divCount,externalLinks,forumFreqWordCount,hasBlogWordInMetaData,hasBlogWordInURL,hasCommentBox,hasFeed,hasForumWordInMetaData,hasForumWordInURL,hasMetaDis,hasMetaKeywords,hasPostsArchive,imgCount,imgToParaRatio,intLinkToExtLinkRatio,internalLinks,itemToListRatio,largeImgCount,listCount,listItemCount,orgFreqWordCount,paraCount,rowCount,rowToTableRatio,smallParaCount,tableCount,totLinks,wordCount,wordToParaRatio
orgsite,FALSE,TRUE,65,20,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,26,0.33,7.5,150,4.69,9,29,136,10,3,1,1,13,1,170,808,269.33
orgsite,FALSE,FALSE,121,24,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,0.67,2.08,50,0,3,0,0,10,2,76,1.55,36,49,74,721,360.5
orgsite,FALSE,FALSE,73,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,1,4,36,0,2,0,0,2,2,62,1.32,14,47,45,347,173.5
orgsite,FALSE,TRUE,116,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,0.33,6.42,77,6.33,9,15,95,10,3,21,1.24,6,17,89,464,154.67
orgsite,FALSE,FALSE,161,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,0.4,0.83,15,5.5,5,4,22,1,2,1,1,14,1,33,311,155.5
orgsite,FALSE,TRUE,60,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,33,0,2.63,50,0,8,0,0,5,0,83,1.48,9,56,69,280,0
orgsite,FALSE,FALSE,94,6,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32,0,13.33,80,2.25,2,4,9,1,0,141,1.5,8,94,86,276,0
orgsite,FALSE,FALSE,58,151,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,271,2,1.54,233,0,6,0,0,4,12,313,1.9,159,165,384,3065,255.42
orgsite,FALSE,TRUE,56,34,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,11,0.11,2.29,78,7.54,9,13,98,9,1,16,1.14,13,14,112,375,375
orgsite,FALSE,TRUE,64,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,95,0.3,10.5,42,3.53,10,15,53,2,3,22,1.1,10,20,46,467,155.67
orgsite,FALSE,FALSE,170,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,0.93,12.21,232,6.66,15,35,233,10,14,75,1.44,38,52,251,1950,139.29
orgsite,FALSE,FALSE,145,27,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,0,2.52,68,5,8,2,10,4,0,130,1.63,11,80,95,299,0
orgsite,FALSE,FALSE,43,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,0.33,9.67,58,0,6,0,0,3,2,125,1.79,5,70,64,303,151.5
forum,FALSE,FALSE,114,39,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1.67,65,4.29,0,7,30,3,1,0,0,8,0,104,399,399
forum,FALSE,TRUE,30,10,33,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,40,0,17.1,171,3.3,3,10,33,2,0,47,3.92,47,12,181,1126,0
forum,FALSE,TRUE,355,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,42,0.17,161,161,5,41,15,75,0,7,0,0,73,0,162,1759,251.29
forum,FALSE,TRUE,77,76,24,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,44,0,3.78,287,2.78,0,23,64,1,8,58,9.67,132,6,363,2441,305.13
forum,TRUE,TRUE,177,73,18,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57,0,1.47,107,2.76,0,59,163,4,1,0,0,18,0,180,698,698
forum,FALSE,TRUE,142,34,50,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,45,0,3.06,104,2.71,1,45,122,1,0,0,0,22,0,138,778,0
forum,FALSE,FALSE,28,54,83,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,1,3.48,188,6.13,1,8,49,1,1,185,185,40,1,242,1494,1494
forum,FALSE,TRUE,74,162,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28,4,1.06,172,7.12,2,42,299,1,8,0,0,18,0,334,1487,185.88
forum,FALSE,FALSE,26,6,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,0.5,12,72,5.29,2,14,74,1,1,0,0,3,0,78,272,272
forum,FALSE,TRUE,60,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,0,0.42,16,4.13,4,8,33,0,0,0,0,2,0,54,102,0
forum,FALSE,TRUE,35,50,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,0,0.16,8,4.08,0,13,53,1,0,0,0,11,0,58,262,0
forum,FALSE,TRUE,195,191,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,3,0.71,135,3.53,1,91,321,3,3,1,1,61,1,326,1508,502.67
forum,FALSE,TRUE,74,162,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,28,4,1.06,172,7.12,2,42,299,1,8,0,0,18,0,334,1483,185.38
forum,FALSE,TRUE,39,46,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22,0,2.02,93,3.22,1,23,74,2,0,0,0,56,0,139,926,0
forum,FALSE,TRUE,86,1,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,25,0,53,53,2.21,1,19,42,3,0,0,0,16,0,54,366,0
forum,FALSE,TRUE,32,12,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,23,2,13.25,159,2.26,1,19,43,1,2,0,0,63,0,171,1216,608
forum,FALSE,TRUE,54,5,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,35,0,21,105,2,1,14,28,0,0,1,1,47,1,110,729,0
forum,FALSE,TRUE,55,13,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,29,0,8.69,113,3.2,0,15,48,6,6,0,0,63,0,126,1352,225.33
forum,FALSE,TRUE,7,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,24,1,11,44,0,1,0,0,0,1,24,2.4,11,10,48,311,311
forum,FALSE,FALSE,22,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,19,0,27,27,0,7,0,0,0,0,19,1.46,15,13,28,207,0
forum,FALSE,FALSE,19,12,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,10,0.33,4.92,59,4.15,3,13,54,0,1,0,0,16,0,71,363,363
forum,FALSE,TRUE,348,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,176,1,246,246,0,1,0,0,2,1,81,6.75,42,12,247,1340,1340
forum,FALSE,TRUE,35,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,17,0,6.33,57,2.44,2,9,22,0,0,0,0,24,0,66,416,0
forum,FALSE,TRUE,24,3,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,12,0,17.67,53,1.83,0,12,22,0,0,0,0,26,0,56,427,0
forum,FALSE,TRUE,491,7,145,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,120,0,52.14,365,3.23,0,95,307,2,3,0,0,48,0,372,2114,704.67
forum,FALSE,TRUE,35,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,30,0,8.38,109,2.41,2,22,53,1,0,1,1,28,1,122,786,0
forum,FALSE,TRUE,154,15,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,86,0.33,9.47,142,3.4,3,5,17,2,1,59,2.57,16,23,157,604,604
forum,FALSE,FALSE,72,17,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,3.65,62,4.38,0,13,57,1,0,10,3.33,12,3,79,395,0
forum,FALSE,TRUE,63,4,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,33,1,12.25,49,0,1,0,0,0,1,59,3.47,23,17,53,439,439
forum,FALSE,TRUE,76,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,47,1,0,76,0,1,0,0,0,1,40,3.33,9,12,76,365,365
forum,FALSE,TRUE,51,11,14,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,17,1,3.64,40,2.85,1,13,37,2,1,0,0,12,0,51,318,318
forum,FALSE,TRUE,54,11,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,14,0,4.73,52,3.5,1,2,7,0,0,7,1.4,5,5,63,215,0
forum,FALSE,FALSE,84,11,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,1.5,6.91,76,3,2,3,9,0,3,54,54,48,1,87,1093,364.33
forum,FALSE,TRUE,7,4,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,24,1,11,44,0,1,0,0,0,1,24,2.4,11,10,48,311,311
forum,FALSE,TRUE,39,46,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,22,0,2.02,93,3.22,1,23,74,2,0,0,0,56,0,139,926,0
forum,FALSE,TRUE,491,7,145,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,120,0,52.14,365,3.23,0,95,307,2,3,0,0,47,0,372,2111,703.67
forum,FALSE,FALSE,69,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,15,5,7.75,62,3.27,1,15,49,2,5,1,1,39,1,70,689,137.8
forum,FALSE,TRUE,140,16,21,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,2.67,16.38,262,11.24,3,21,236,0,8,3,3,24,1,278,1090,136.25
forum,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forum,FALSE,FALSE,27,23,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0.04,1,0,0,0,25,0,0,1,1,2,1,24,58,0
forum,FALSE,TRUE,65,40,11,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,0,1.45,58,6.92,0,13,90,0,0,0,0,25,0,98,643,0
forum,FALSE,FALSE,11,15,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,0,0.33,5,4,1,3,12,2,0,0,0,1,0,20,45,0
forum,FALSE,FALSE,1,15,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100,1.33,16.47,247,0,3,0,0,0,4,70,5,96,14,262,1554,388.5
forum,FALSE,TRUE,32,26,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,52,0,11.81,307,3.35,0,52,174,1,1,0,0,13,0,333,744,744
forum,FALSE,FALSE,56,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,31,3.6,0,5,18,0,0,0,0,1,0,31,264,0
forum,FALSE,TRUE,117,0,7,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,65,1,0,99,0,1,0,0,0,1,45,3.75,19,12,99,486,486
forum,FALSE,TRUE,32,15,27,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,34,1,11.33,170,2.35,1,17,40,0,1,0,0,45,0,185,1269,1269
forum,FALSE,TRUE,167,21,9,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,102,1,7.14,150,7.33,2,3,22,3,2,47,3.92,40,12,171,1008,504
forum,FALSE,TRUE,51,33,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,17,0,1.64,54,5.85,4,13,76,1,0,1,1,18,1,87,484,0
forum,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forum,FALSE,TRUE,17,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,0,1.29,31,3.7,1,10,37,0,0,6,2,13,3,55,237,0
forum,FALSE,TRUE,224,31,9,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,67,1,4.52,140,2.56,2,48,123,1,2,0,0,41,0,171,1119,559.5
forum,FALSE,TRUE,160,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,62,0,35,140,0,1,0,0,1,0,55,4.23,9,13,144,470,0
forum,FALSE,TRUE,138,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,44,0,47,94,0,0,0,0,3,0,54,6.75,27,8,96,535,0
forum,FALSE,TRUE,266,35,75,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77,1,5.66,198,2.44,2,75,183,2,2,2,0.67,31,3,233,1407,703.5
forum,FALSE,TRUE,51,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,62,0,242,242,3.29,1,34,112,0,0,0,0,154,0,243,2099,0
forum,FALSE,TRUE,18,27,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,72,0,6.07,164,3.18,0,17,54,3,0,0,0,35,0,191,898,0
forum,FALSE,TRUE,656,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,489,1,0,410,0,1,0,0,2,1,139,12.64,73,11,410,2365,2365
forum,FALSE,TRUE,191,7,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,14,2.89,14.43,101,2.45,9,22,54,1,26,0,0,43,0,108,2556,98.31
forum,FALSE,TRUE,132,27,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,77,0.25,6.7,181,2.82,8,38,107,0,2,8,8,22,1,208,758,379
forum,FALSE,TRUE,35,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,17,0,73,73,1.72,1,18,31,0,0,0,0,33,0,74,543,0
forum,FALSE,TRUE,28,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,55,6,115,115,2.27,1,15,34,0,6,0,0,27,0,116,770,128.33
forum,FALSE,TRUE,64,34,29,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,59,3,2.71,92,5,1,23,115,0,3,0,0,10,0,126,642,214
forum,FALSE,TRUE,220,5,11,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,31.8,159,6.36,0,11,70,3,1,0,0,48,0,164,1150,1150
forum,FALSE,TRUE,140,2,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,138,0.1,54.5,109,0,10,0,0,1,1,84,1.45,33,58,111,572,572
forum,FALSE,TRUE,168,8,59,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57,1,15.5,124,2.16,1,50,108,2,1,0,0,28,0,132,833,833
forum,FALSE,FALSE,496,246,10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,43,0.83,0.04,11,2,6,14,28,0,5,82,5.47,88,15,257,1899,379.8
forum,FALSE,FALSE,229,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,14,27.33,82,1.9,1,20,38,11,14,14,14,34,1,85,1327,94.79
forum,FALSE,FALSE,59,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,0,29,58,3.91,1,11,43,1,0,5,5,10,1,60,247,0
forum,FALSE,TRUE,24,18,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,35,0,4.33,78,2.21,1,14,31,0,0,0,0,41,0,96,644,0
forum,FALSE,TRUE,20,2,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,14,0,32.5,65,2.4,0,10,24,0,1,0,0,33,0,67,569,569
forum,FALSE,TRUE,39,4,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,18,1,8.75,35,0,1,0,0,1,1,27,2.25,11,12,39,305,305
forum,FALSE,FALSE,4,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,0,241,241,0,3,0,0,0,0,55,3.06,51,18,242,929,0
forum,FALSE,TRUE,530,2,11,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119,4,62.5,125,5.41,1,83,449,1,4,0,0,60,0,127,1926,481.5
forum,FALSE,TRUE,145,5,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,56,1,21,105,0,1,0,0,6,1,47,3.92,31,12,110,729,729
forum,FALSE,TRUE,218,14,58,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,65,0,15.36,215,3.02,2,59,178,2,0,2,1,37,2,229,1104,0
forum,FALSE,TRUE,17,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,0,18,36,2.33,2,6,14,0,0,0,0,19,0,38,300,0
forum,FALSE,FALSE,9,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,7,28,0,0,0,0,0,0,1,1,4,1,32,126,0
forum,FALSE,TRUE,6,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,33,0,32,64,0,1,0,0,0,0,28,2.55,16,11,66,356,0
forum,FALSE,TRUE,218,14,58,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,64,0,15.36,215,3.02,2,59,178,2,0,2,1,37,2,229,1106,0
forum,FALSE,FALSE,21,24,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,18,0.33,2.42,58,7.1,3,10,71,0,1,0,0,63,0,82,883,883
forum,FALSE,TRUE,25,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,21,0.17,7,21,0,18,0,0,0,3,8,2,2,4,24,157,52.33
forum,FALSE,TRUE,140,16,21,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7,2.67,16.44,263,11.29,3,21,237,0,8,3,3,24,1,279,1090,136.25
forum,FALSE,TRUE,16,2,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,7,14,2,1,4,8,0,0,0,0,5,0,16,82,0
forum,FALSE,TRUE,6,2,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,48,1,76.5,153,0,1,0,0,1,1,38,3.8,40,10,155,656,656
forum,FALSE,TRUE,51,86,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,17,0,0.01,1,5.85,4,13,76,1,0,1,1,18,1,87,484,0
forum,FALSE,TRUE,106,25,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,58,2,3.04,76,4.67,1,6,28,5,2,43,2.39,22,18,101,616,308
forum,FALSE,TRUE,55,13,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,29,0,8.69,113,3.2,0,15,48,6,6,0,0,63,0,126,1352,225.33
forum,FALSE,TRUE,43,43,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,1,2.19,94,3.94,1,16,63,0,1,14,2.8,34,5,137,858,858
forum,FALSE,TRUE,51,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,63,0,242,242,3.29,1,34,112,0,0,0,0,153,0,243,2097,0
forum,FALSE,TRUE,334,12,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,128,5.5,47.67,572,0,2,0,0,2,11,91,5.69,65,16,584,2053,186.64
forum,FALSE,TRUE,34,12,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,27,1,9.25,111,3,3,20,60,0,3,0,0,59,0,123,977,325.67
forum,FALSE,TRUE,199,9,60,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,109,0.22,28.44,256,3.03,9,74,224,5,2,0,0,33,0,265,1294,647
forum,FALSE,TRUE,33,111,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,37,0,1.33,148,5.89,0,28,165,1,1,0,0,73,0,259,1356,1356
forum,FALSE,FALSE,229,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,14,27.33,82,1.9,1,20,38,11,14,14,14,34,1,85,1327,94.79
forum,FALSE,TRUE,39,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,18,1,12.33,37,0,1,0,0,1,1,27,2.25,11,12,40,306,306
forum,FALSE,TRUE,86,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,75,5,71,71,4.5,2,2,9,0,10,57,2.11,36,27,72,1196,119.6
forum,FALSE,FALSE,129,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19,0,11.86,83,1.72,1,18,31,8,0,0,0,36,0,90,723,0
forum,FALSE,TRUE,23,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,14,0,68,68,2.08,0,12,25,0,0,0,0,21,0,69,458,0
forum,FALSE,TRUE,30,4,13,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,28,1,56,224,2.15,1,20,43,0,1,0,0,62,0,228,1219,1219
forum,FALSE,FALSE,213,8,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,57,0,18.5,148,3.29,2,14,46,5,0,4,4,24,1,156,722,0
forum,FALSE,TRUE,236,21,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,21,0.13,11.76,247,6.39,8,44,281,2,1,0,0,59,0,268,1441,1441
forum,FALSE,FALSE,229,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,14,27.33,82,1.9,1,20,38,11,14,14,14,34,1,85,1327,94.79
forum,FALSE,TRUE,26,3,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,21,1,28.33,85,2.19,1,16,35,0,1,0,0,31,0,88,846,846
forum,FALSE,TRUE,24,5,6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,40,0,24,120,2.29,3,14,32,0,0,1,1,45,1,125,772,0
forum,FALSE,FALSE,90,8,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,18,0.39,10.38,83,5.88,18,8,47,4,7,0,0,19,0,91,681,97.29
forum,FALSE,TRUE,24,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,18,0,90,90,2.14,1,14,30,1,0,0,0,41,0,91,653,0
forum,FALSE,TRUE,77,3,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,31,4,26.67,80,0,1,0,0,0,4,37,3.36,16,11,83,661,165.25
forum,FALSE,TRUE,97,9,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,53,1,9.22,83,0,2,0,0,2,2,44,2.93,19,15,92,532,266
forum,FALSE,TRUE,20,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,0
forum,FALSE,TRUE,6,1,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,22,0,37,37,0,0,0,0,0,1,25,2.27,19,11,38,346,346
forum,FALSE,TRUE,340,1,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,152,0,275,275,0,0,0,0,2,1,82,5.86,50,14,276,1380,1380
forum,FALSE,TRUE,3,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,1,0,0,0,1,0,0,0,1,0,0,6,0,3,110,110
forum,FALSE,FALSE,15,56,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0.16,9,9.6,0,5,48,2,3,0,0,6,0,65,360,120
forum,FALSE,TRUE,146,37,18,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,66,0,2.68,99,6.33,0,6,38,4,4,48,3.69,29,13,136,945,236.25
forum,FALSE,TRUE,255,9,81,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89,2,23.56,212,2.35,1,77,181,6,2,0,0,39,0,221,1470,735
forum,FALSE,TRUE,20,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,0,43,43,1.9,1,10,19,0,0,0,0,23,0,44,331,0
forum,TRUE,TRUE,156,16,35,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,37,0,9.31,149,2.77,0,40,111,2,2,0,0,25,0,165,790,395
forum,FALSE,FALSE,59,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,0,29,58,3.91,1,11,43,1,0,5,5,10,1,60,247,0
forum,FALSE,FALSE,3,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0
